match,second,model,fair_live,fair_replay,err
grid-2964617-m2,698,20260904T193238Z,0.6748063873465479,0.6748063873465479,0.0
grid-2964617-m2,701,20260904T193238Z,0.6319857355267636,0.6319857355267636,0.0
grid-2964617-m2,703,20260904T193238Z,0.6341882508185106,0.6341882508185106,0.0
grid-2964617-m2,716,20260904T193238Z,0.5903522199163423,0.5903522199163423,0.0
grid-2964619-m1,73,20260904T193238Z,0.4459712320137779,0.4459712320137779,0.0
grid-2964619-m1,75,20260904T193238Z,0.4178259651054903,0.4178259651054903,0.0
grid-2964619-m1,88,20260904T193238Z,0.38796757883000027,0.38796757883000027,0.0
grid-2964619-m1,90,20260904T193238Z,0.3869412563901283,0.3869412563901283,0.0
grid-2964619-m1,96,20260904T193238Z,0.358465579282809,0.358465579282809,0.0
grid-2964619-m1,105,20260904T193238Z,0.358465579282809,0.358465579282809,0.0
grid-2964619-m1,105,20260904T193238Z,0.358465579282809,0.358465579282809,0.0
grid-2964619-m1,107,20260904T193238Z,0.35479306009536316,0.35479306009536316,0.0
grid-2964619-m1,112,20260904T193238Z,0.35578757825690643,0.35578757825690643,0.0
grid-2964619-m1,112,20260904T193238Z,0.358465579282809,0.358465579282809,0.0
grid-2964619-m1,117,20260904T193238Z,0.34862720658295476,0.34862720658295476,0.0
grid-2964619-m1,121,20260904T193238Z,0.37005725093129693,0.37005725093129693,0.0
grid-2964619-m1,125,20260904T193238Z,0.3785366838313632,0.3785366838313632,0.0
grid-2964619-m1,127,20260904T193238Z,0.3807388517961293,0.3807388517961293,0.0
grid-2964619-m1,127,20260904T193238Z,0.3807388517961293,0.3807388517961293,0.0
grid-2964619-m1,134,20260904T193238Z,0.34752803642534025,0.34752803642534025,0.0
grid-2964619-m1,134,20260904T193238Z,0.34752803642534025,0.34752803642534025,0.0
grid-2964619-m1,140,20260904T193238Z,0.34625753544777904,0.34625753544777904,0.0
grid-2964619-m1,146,20260904T193238Z,0.34625753544777904,0.34625753544777904,0.0
grid-2964619-m1,162,20260904T193238Z,0.3354088012517449,0.3354088012517449,0.0
grid-2964619-m1,162,20260904T193238Z,0.3354088012517449,0.3354088012517449,0.0
grid-2964619-m1,164,20260904T193238Z,0.3345581116585938,0.3345581116585938,0.0
grid-2964619-m1,165,20260904T193238Z,0.3345581116585938,0.3345581116585938,0.0
grid-2964619-m1,165,20260904T193238Z,0.3345581116585938,0.3345581116585938,0.0
grid-2964619-m1,165,20260904T193238Z,0.33625753544777903,0.33625753544777903,0.0
grid-2964619-m1,168,20260904T193238Z,0.3345581116585938,0.3345581116585938,0.0
grid-2964619-m1,173,20260904T193238Z,0.33084300744239203,0.33084300744239203,0.0
grid-2964619-m1,174,20260904T193238Z,0.3245581116585938,0.3245581116585938,0.0
grid-2964619-m1,175,20260904T193238Z,0.3254088012517449,0.3254088012517449,0.0
grid-2964619-m1,182,20260904T193238Z,0.316257535447779,0.316257535447779,0.0
grid-2964619-m1,184,20260904T193238Z,0.3135695358211769,0.3135695358211769,0.0
grid-2964619-m1,185,20260904T193238Z,0.3122990348436157,0.3122990348436157,0.0
grid-2964619-m1,197,20260904T193238Z,0.3122990348436157,0.3122990348436157,0.0
grid-2964619-m1,221,20260904T193238Z,0.3130853914146413,0.3130853914146413,0.0
grid-2964619-m1,233,20260904T193238Z,0.30097504768712074,0.30097504768712074,0.0
grid-2964619-m1,234,20260904T193238Z,0.30097504768712074,0.30097504768712074,0.0
grid-2964619-m1,239,20260904T193238Z,0.30097504768712074,0.30097504768712074,0.0
grid-2964619-m1,239,20260904T193238Z,0.30097504768712074,0.30097504768712074,0.0
grid-2964619-m1,245,20260904T193238Z,0.29552081960053805,0.29552081960053805,0.0
grid-2964619-m1,247,20260904T193238Z,0.28052081960053804,0.28052081960053804,0.0
grid-2964619-m1,259,20260904T193238Z,0.2824956147870545,0.2824956147870545,0.0
grid-2964619-m1,266,20260904T193238Z,0.2713896497282792,0.2713896497282792,0.0
grid-2964619-m1,277,20260904T193238Z,0.27474948225878093,0.27474948225878093,0.0
grid-2964619-m1,278,20260904T193238Z,0.27474948225878093,0.27474948225878093,0.0
grid-2964619-m1,283,20260904T193238Z,0.28401575153546027,0.28401575153546027,0.0
